Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
_3:503865	  177.0	  110.9	    1.6	   93.8	   4.14	   4.22	  13.88	  -0.80	   0.00	--------	-1	0.00	*
_23:51312	  141.0	   53.2	    2.6	  100.0	   4.11	   9.72	   4.20	  -0.89	   0.00	--------	-1	0.00	*
_21:641359	  214.1	   82.1	    2.6	  163.3	   4.11	  14.23	   4.19	  -1.08	   0.00	--------	-1	0.00	*
_3:1167218	  159.0	   96.5	    1.6	   93.4	   4.11	   4.19	   9.36	  -1.14	   0.00	--------	-1	0.00	*
_1:984902	  132.0	   22.2	    6.0	   92.5	   4.11	  19.36	   4.19	  -0.85	   0.00	--------	-1	0.00	*
_1:666317	  131.7	   28.2	    4.7	   92.5	   4.11	  16.48	   4.19	  -1.18	   0.00	--------	-1	0.00	*
_7:790353	  136.1	   79.8	    1.7	   83.1	   4.09	   4.18	   7.40	  -1.14	   0.00	--------	-1	0.00	*
_20:498349	  138.0	   48.8	    2.8	   97.7	   4.08	  10.57	   4.16	  -1.14	   0.00	--------	-1	0.00	*
_16:488818	  194.4	   59.0	    3.3	  146.3	   4.07	  17.74	   4.16	  -0.99	   0.00	--------	-1	0.00	*
_21:383993	  178.1	   77.3	    2.3	  132.6	   4.06	   9.88	   4.14	  -1.08	   0.00	--------	-1	0.00	*
_3:296617	  143.0	   84.3	    1.7	   93.6	   4.05	   4.13	   5.89	  -0.63	   0.00	--------	-1	0.00	*
_14:374933	  129.0	   66.5	    1.9	   90.4	   4.02	   5.25	   4.10	  -0.84	   0.00	--------	-1	0.00	*
_14:446486	  129.0	   35.5	    3.6	   90.4	   4.02	  13.06	   4.10	  -0.92	   0.00	--------	-1	0.00	*
_12:77570	  198.0	  128.6	    1.5	   90.9	   4.01	   4.09	  21.98	  -0.90	   0.00	--------	-1	0.00	*
_24:302384	  122.0	   22.2	    5.5	   84.7	   4.00	  17.06	   4.08	  -1.62	   0.00	--------	-1	0.00	*
_18:416696	  135.0	   48.8	    2.8	   95.6	   3.98	  10.07	   4.07	  -0.87	   0.00	--------	-1	0.00	*
_4:78766	  134.0	   48.8	    2.7	   94.8	   3.98	   9.90	   4.06	  -0.84	   0.00	--------	-1	0.00	*
_33:4038	  169.0	   62.1	    2.7	  124.6	   3.96	  11.95	   4.04	  -1.04	   0.00	--------	-1	0.00	*
_23:426264	  140.0	   35.5	    3.9	  100.0	   3.96	  15.26	   4.04	  -0.73	   0.00	--------	-1	0.00	*
_1:269959	  131.0	   35.5	    3.7	   92.5	   3.95	  13.46	   4.03	  -0.79	   0.00	--------	-1	0.00	*
_1:2253302	  131.0	   44.4	    3.0	   92.5	   3.95	  10.51	   4.03	  -0.87	   0.00	--------	-1	0.00	*
_20:625046	  190.0	   75.4	    2.5	  142.8	   3.94	  12.01	   4.02	  -0.93	   0.00	--------	-1	0.00	*
_2:523425	  137.2	   81.1	    1.7	   91.7	   3.93	   4.01	   5.40	  -1.23	   0.00	--------	-1	0.00	*
_13:822901	  186.0	   75.4	    2.5	  139.7	   3.90	  11.39	   3.98	  -0.79	   0.00	--------	-1	0.00	*
_18:454936	  146.0	   88.7	    1.6	   95.6	   3.84	   3.92	   5.98	  -0.90	   0.00	--------	-1	0.00	*
_13:722621	  135.0	   57.7	    2.3	   96.7	   3.80	   7.83	   3.88	  -0.77	   0.00	--------	-1	0.00	*
_1:413466	  141.0	   39.9	    3.5	  101.9	   3.76	  13.97	   3.84	  -0.95	   0.00	--------	-1	0.00	*
_6:905420	  251.0	   66.5	    3.8	  197.7	   3.75	  25.75	   3.83	  -0.88	   0.48	--------	-1	0.00	*
_10:890104	  185.0	   62.1	    3.0	  139.8	   3.75	  14.68	   3.83	  -1.04	   0.00	--------	-1	0.00	*
_6:398006	  140.0	   57.7	    2.4	  101.2	   3.75	   8.58	   3.83	  -0.98	   0.00	--------	-1	0.00	*
_3:1099169	  130.1	   77.6	    1.7	   93.4	   3.75	   3.82	   3.85	  -1.05	   0.00	--------	-1	0.00	*
_12:684560	  163.6	   48.7	    3.4	  121.8	   3.73	  15.27	   3.80	  -0.96	   0.00	--------	-1	0.00	*
_16:313343	  132.0	   35.5	    3.7	   94.7	   3.70	  13.65	   3.77	  -0.70	   0.00	--------	-1	0.00	*
_19:406933	  234.0	   75.4	    3.1	  183.1	   3.69	  19.45	   3.77	  -0.94	   0.14	--------	-1	0.00	*
_5:481173	  160.7	   42.3	    3.8	  119.5	   3.69	  16.82	   3.76	  -1.05	   0.00	--------	-1	0.00	*
_20:131427	  135.0	   76.1	    1.8	   97.7	   3.62	   4.39	   3.70	  -1.09	   0.00	--------	-1	0.00	*
_9:233574	  130.5	   78.1	    1.7	   88.9	   3.62	   3.69	   4.77	  -1.03	   0.00	--------	-1	0.00	*
_7:203599	  147.0	   26.6	    5.5	  107.9	   3.61	  20.76	   3.69	  -0.91	   0.00	--------	-1	0.00	*
_6:98674	  178.1	   85.1	    2.1	  135.8	   3.57	   8.25	   3.65	  -1.02	   0.00	--------	-1	0.00	*
_8:749012	  162.0	   62.1	    2.6	  121.1	   3.57	  10.81	   3.64	  -0.75	   0.00	--------	-1	0.00	*
_3:534496	  137.0	   39.9	    3.4	   99.7	   3.57	  13.20	   3.64	  -0.66	   0.00	--------	-1	0.00	*
_14:730094	  126.0	   66.5	    1.9	   90.4	   3.56	   4.89	   3.63	  -0.82	   0.00	--------	-1	0.00	*
_15:401548	  170.0	   57.7	    2.9	  128.1	   3.55	  13.52	   3.62	  -1.02	   0.00	--------	-1	0.00	*
_10:404378	  159.0	   48.8	    3.3	  118.7	   3.54	  14.33	   3.61	  -1.20	   0.00	--------	-1	0.00	*
_14:442841	  132.0	   75.4	    1.8	   95.7	   3.52	   4.20	   3.59	  -0.98	   0.00	--------	-1	0.00	*
_15:510790	  200.0	  102.0	    2.0	  154.5	   3.52	   7.87	   3.59	  -0.65	   0.00	--------	-1	0.00	*
_12:543251	  125.6	   45.3	    2.8	   90.9	   3.48	   9.37	   3.55	  -1.29	   0.00	--------	-1	0.00	*
_10:901504	  131.0	   53.2	    2.5	   95.4	   3.44	   8.14	   3.51	  -0.89	   0.00	--------	-1	0.00	*
_10:794892	  194.6	   75.8	    2.6	  151.0	   3.41	  12.80	   3.48	  -1.06	   0.00	--------	-1	0.00	*
_6:834652	  159.3	  103.5	    1.5	  101.2	   3.40	   3.47	   7.38	  -1.03	   0.00	--------	-1	0.00	*
_20:150484	  139.0	   35.5	    3.9	  102.5	   3.38	  15.06	   3.45	  -0.82	   0.00	--------	-1	0.00	*
_15:22050	  133.0	   44.4	    3.0	   97.5	   3.36	  10.86	   3.43	  -0.82	   0.00	--------	-1	0.00	*
_2:523710	  125.8	   56.4	    2.2	   91.7	   3.34	   6.74	   3.41	  -1.00	   0.00	--------	-1	0.00	*
_2:1215368	  125.1	   56.2	    2.2	   91.7	   3.34	   6.74	   3.41	  -1.34	   0.00	--------	-1	0.00	*
_20:561887	  133.0	   53.2	    2.5	   97.7	   3.34	   8.45	   3.40	  -0.95	   0.00	--------	-1	0.00	*
_16:196191	  230.5	   79.9	    2.9	  183.5	   3.32	  17.72	   3.39	  -0.81	   0.00	--------	-1	0.00	*
_9:365901	  122.0	   53.2	    2.3	   88.7	   3.27	   6.80	   3.34	  -0.63	   0.00	--------	-1	0.00	*
_10:794417	  197.5	  103.3	    1.9	  154.7	   3.27	   7.46	   3.33	  -0.84	   0.00	--------	-1	0.00	*
_4:1345801	  150.0	   97.2	    1.5	   94.8	   3.26	   3.33	   7.18	  -0.85	   0.00	--------	-1	0.00	*
_4:788634	  129.0	   44.4	    2.9	   94.8	   3.24	  10.16	   3.31	  -0.85	   0.00	--------	-1	0.00	*
_10:411303	  142.0	   39.9	    3.6	  106.0	   3.24	  14.17	   3.30	  -1.19	   0.00	--------	-1	0.00	*
_18:686991	  148.0	   39.9	    3.7	  111.2	   3.24	  15.35	   3.30	  -0.79	   0.00	--------	-1	0.00	*
_14:665816	  185.7	  126.8	    1.5	   90.7	   3.23	   3.30	  18.16	  -1.11	   0.00	--------	-1	0.00	*
_11:307641	  126.0	   57.7	    2.2	   92.3	   3.23	   6.53	   3.29	  -0.81	   0.00	--------	-1	0.00	*
_12:684760	  171.4	   66.6	    2.6	  132.2	   3.22	  11.40	   3.29	  -0.98	   0.00	--------	-1	0.00	*
_19:319764	  153.3	   45.4	    3.4	  116.7	   3.19	  14.39	   3.26	  -0.90	   0.00	--------	-1	0.00	*
_3:637518	  152.0	   57.7	    2.6	  115.0	   3.18	  10.48	   3.25	  -0.72	   0.00	--------	-1	0.00	*
_1:1427987	  161.0	  106.4	    1.5	   97.1	   3.17	   3.23	   8.72	  -0.71	   0.00	--------	-1	0.00	*
_1:2050288	  145.0	   93.1	    1.6	  107.3	   3.17	   3.23	   3.52	  -0.67	   0.00	--------	-1	0.00	*
_14:730633	  123.0	   48.8	    2.5	   90.4	   3.12	   8.10	   3.18	  -1.11	   0.00	--------	-1	0.00	*
_23:131279	  134.0	   53.2	    2.5	  100.0	   3.10	   8.61	   3.17	  -0.79	   0.00	--------	-1	0.00	*
_8:400947	  136.3	   39.9	    3.4	  102.6	   3.09	  13.20	   3.16	  -1.08	   0.00	--------	-1	0.00	*
_6:522316	  134.6	   21.2	    6.4	  101.2	   3.05	  20.60	   3.12	  -0.77	   0.00	--------	-1	0.00	*
_3:1232654	  126.0	   48.8	    2.6	   93.4	   3.05	   8.58	   3.11	  -0.76	   0.00	--------	-1	0.00	*
_3:789663	  125.8	   73.3	    1.7	   93.4	   3.05	   3.84	   3.11	  -0.78	   0.00	--------	-1	0.00	*
_10:656252	  128.0	   39.9	    3.2	   95.4	   3.02	  11.51	   3.08	  -0.78	   0.00	--------	-1	0.00	*
_4:534905	  174.0	   57.7	    3.0	  135.8	   2.97	  14.23	   3.03	  -0.70	   0.00	--------	-1	0.00	*
_4:937070	  127.0	   48.8	    2.6	   94.8	   2.97	   8.74	   3.03	  -0.80	   0.00	--------	-1	0.00	*
_4:993087	  126.1	   50.1	    2.5	   94.8	   2.97	   8.24	   3.03	  -1.00	   0.00	--------	-1	0.00	*
_11:365996	  167.0	   53.2	    3.1	  129.7	   2.96	  14.20	   3.02	  -0.81	   0.00	--------	-1	0.00	*
_19:234210	  152.0	   66.5	    2.3	  116.7	   2.94	   8.34	   3.00	  -0.98	   0.00	--------	-1	0.00	*
_20:332408	  129.1	   27.9	    4.6	   97.7	   2.93	  16.49	   2.99	  -0.86	   0.00	--------	-1	0.00	*
_31:64179	  214.0	   88.7	    2.4	  171.8	   2.92	  12.61	   2.98	  -0.71	   0.00	--------	-1	0.00	*
_3:1048547	  124.1	   50.0	    2.5	   93.4	   2.92	   7.93	   2.97	  -1.28	   0.00	--------	-1	0.00	*
_2:1013629	  126.3	   81.9	    1.5	   91.7	   2.89	   2.95	   3.56	  -1.15	   0.00	--------	-1	0.00	*
_28:61570	  158.8	   67.9	    2.3	  123.5	   2.86	   9.15	   2.92	  -1.12	   0.00	--------	-1	0.00	*
_4:992730	  125.9	   78.6	    1.6	   94.8	   2.83	   3.20	   2.89	  -0.98	   0.00	--------	-1	0.00	*
_20:560941	  129.0	   57.7	    2.2	   97.7	   2.80	   6.95	   2.86	  -0.73	   0.00	--------	-1	0.00	*
_8:819885	  122.0	   31.0	    3.9	   91.7	   2.78	  13.15	   2.83	  -1.38	   0.00	--------	-1	0.00	*
_8:458144	  127.0	   62.1	    2.0	   96.1	   2.77	   5.70	   2.83	  -0.92	   0.00	--------	-1	0.00	*
_11:403871	  134.0	   88.7	    1.5	   92.3	   2.75	   2.81	   4.55	  -0.68	   0.00	--------	-1	0.00	*
_13:768698	  154.0	   38.4	    4.0	  119.9	   2.75	  16.94	   2.80	  -1.00	   0.00	--------	-1	0.00	*
_23:449665	  163.7	   76.2	    2.1	  128.9	   2.73	   7.97	   2.78	  -0.93	   0.00	--------	-1	0.00	*
_21:354402	  218.4	   86.0	    2.5	  178.1	   2.72	  14.11	   2.78	  -1.05	   0.00	--------	-1	0.00	*
_18:471363	  126.0	   57.7	    2.2	   95.6	   2.71	   6.53	   2.77	  -0.82	   0.00	--------	-1	0.00	*
_7:670804	  141.1	   95.5	    1.5	   93.7	   2.71	   2.76	   5.68	  -1.06	   0.00	--------	-1	0.00	*
_10:668763	  146.8	   53.4	    2.8	  114.2	   2.69	  10.71	   2.75	  -0.89	   0.00	--------	-1	0.00	*
_11:915220	  122.0	   39.9	    3.1	   92.3	   2.69	  10.42	   2.74	  -0.70	   0.00	--------	-1	0.00	*
_6:420699	  132.0	   44.4	    3.0	  101.2	   2.67	  10.69	   2.72	  -0.98	   0.00	--------	-1	0.00	*
_1:767172	  122.0	   57.7	    2.1	   92.5	   2.67	   5.98	   2.72	  -0.62	   0.00	--------	-1	0.00	*
_11:849336	  166.0	   48.8	    3.4	  131.2	   2.66	  15.64	   2.71	  -0.74	   0.00	--------	-1	0.00	*
_16:349988	  138.0	   76.7	    1.8	  107.4	   2.66	   4.83	   2.71	  -0.98	   0.00	--------	-1	0.00	*
_10:254009	  137.2	   86.5	    1.6	  106.6	   2.64	   3.39	   2.70	  -1.13	   0.00	--------	-1	0.00	*
_10:576057	  125.0	   35.5	    3.5	   95.4	   2.63	  12.29	   2.68	  -1.22	   0.00	--------	-1	0.00	*
_10:743134	  124.4	   51.1	    2.4	   95.4	   2.63	   7.69	   2.68	  -1.25	   0.00	--------	-1	0.00	*
_16:627103	  124.0	   22.2	    5.6	   94.7	   2.60	  17.52	   2.65	  -1.01	   0.00	--------	-1	0.00	*
_27:125569	  137.0	   39.9	    3.4	  106.1	   2.60	  13.20	   2.65	  -0.86	   0.00	--------	-1	0.00	*
_1:757221	  155.0	   53.2	    2.9	  122.1	   2.58	  12.07	   2.64	  -1.20	   0.46	--------	-1	0.00	*
_13:124059	  138.0	   31.0	    4.4	  107.1	   2.58	  16.46	   2.64	  -0.87	   0.00	--------	-1	0.00	*
_4:482184	  123.1	   51.6	    2.4	   94.8	   2.58	   7.54	   2.63	  -0.83	   0.00	--------	-1	0.00	*
_12:764290	  124.0	   57.7	    2.2	   95.0	   2.56	   6.25	   2.61	  -0.63	   0.00	--------	-1	0.00	*
_20:213209	  126.2	   65.7	    1.9	   97.7	   2.55	   5.17	   2.60	  -1.20	   0.00	--------	-1	0.00	*
_32:71764	  208.4	   49.5	    4.2	  170.8	   2.54	  23.87	   2.59	  -1.21	   0.00	--------	-1	0.00	*
_14:235289	  164.0	   44.4	    3.7	  130.6	   2.52	  16.67	   2.57	  -0.81	   0.00	--------	-1	0.00	*
_19:319957	  147.7	   52.2	    2.8	  116.7	   2.48	  11.16	   2.53	  -0.77	   0.00	--------	-1	0.00	*
_18:617761	  124.0	   44.4	    2.8	   95.6	   2.46	   9.31	   2.51	  -0.70	   0.00	--------	-1	0.00	*
_8:19113	  164.3	  117.7	    1.4	  111.1	   2.46	   2.51	   5.97	  -0.63	   0.00	--------	-1	0.00	*
_20:608112	  173.0	   66.5	    2.6	  139.2	   2.46	  11.56	   2.51	  -0.62	   0.00	--------	-1	0.00	*
_15:282801	  156.0	   44.4	    3.5	  124.6	   2.39	  15.11	   2.44	  -0.79	   0.00	--------	-1	0.00	*
_11:595230	  122.0	   75.4	    1.6	   94.5	   2.38	   3.18	   2.43	  -1.02	   0.00	--------	-1	0.00	*
_10:327465	  122.4	   46.5	    2.6	   95.4	   2.38	   8.61	   2.43	  -0.84	   0.00	--------	-1	0.00	*
_13:828595	  139.7	   85.5	    1.6	  110.6	   2.36	   3.70	   2.40	  -0.82	   0.00	--------	-1	0.00	*
_4:1015630	  121.3	   69.7	    1.7	   94.8	   2.33	   3.97	   2.38	  -1.21	   0.00	--------	-1	0.00	*
_3:683394	  176.7	   66.5	    2.7	  144.3	   2.29	  12.21	   2.34	  -1.03	   0.00	--------	-1	0.00	*
_3:1175447	  120.0	   31.0	    3.9	   93.4	   2.28	  12.75	   2.33	  -1.02	   0.00	--------	-1	0.00	*
_17:446509	  134.0	   93.1	    1.4	   93.5	   2.27	   2.32	   4.32	  -0.73	   0.00	--------	-1	0.00	*
_1:1367638	  148.0	   39.9	    3.7	  118.5	   2.26	  15.35	   2.31	  -0.64	   0.00	--------	-1	0.00	*
_1:1915885	  168.0	   35.5	    4.7	  136.5	   2.25	  21.16	   2.30	  -0.68	   0.00	--------	-1	0.00	*
_20:331928	  141.6	  100.7	    1.4	  103.5	   2.25	   2.29	   3.71	  -0.74	   0.00	--------	-1	0.00	*
_7:86903	  177.0	   49.2	    3.6	  145.7	   2.23	  17.60	   2.28	  -0.85	   0.00	--------	-1	0.00	*
_4:73481	  120.5	   38.5	    3.1	   94.8	   2.22	  10.54	   2.26	  -0.93	   0.00	--------	-1	0.00	*
_16:349616	  137.0	   38.6	    3.5	  109.1	   2.21	  13.55	   2.25	  -0.82	   0.00	--------	-1	0.00	*
_8:725720	  123.0	   48.8	    2.5	   96.7	   2.20	   8.10	   2.25	  -0.67	   0.00	--------	-1	0.00	*
_17:544697	  153.0	  111.6	    1.4	   93.5	   2.19	   2.23	   8.20	  -1.11	   0.00	--------	-1	0.00	*
_3:1132757	  148.0	   39.9	    3.7	  119.4	   2.16	  15.35	   2.20	  -0.72	   0.00	--------	-1	0.00	*
_5:755359	  180.7	   72.8	    2.5	  149.5	   2.13	  11.33	   2.17	  -0.74	   0.00	--------	-1	0.00	*
_1:1366565	  165.5	   86.6	    1.9	  135.9	   2.12	   6.41	   2.17	  -1.19	   0.00	--------	-1	0.00	*
_8:713978	  121.0	   84.3	    1.4	   91.7	   2.10	   2.14	   2.70	  -0.99	   0.00	--------	-1	0.00	*
_5:712676	  141.0	   39.9	    3.5	  113.7	   2.09	  13.97	   2.13	  -0.76	   0.00	--------	-1	0.00	*
_1:216327	  228.2	   53.1	    4.3	  194.3	   2.04	  26.39	   2.09	  -1.17	   0.00	--------	-1	0.00	*
_6:973751	  156.6	   79.5	    2.0	  128.7	   2.02	   6.50	   2.06	  -1.00	   0.00	--------	-1	0.00	*
